CAGR,AnnVol,Sharpe,MaxDD
-0.032784,0.127254,-0.198087,-0.614686
0.004527,0.128276,0.099526,-0.527340
-0.088410,0.127543,-0.661614,-0.804931
-0.026684,0.128973,-0.144974,-0.639987
-0.095172,0.131805,-0.692383,-0.820362
-0.108193,0.129465,-0.819297,-0.874068
-0.100163,0.130530,-0.742899,-0.850506
-0.058337,0.127519,-0.407301,-0.711638
-0.042062,0.126721,-0.275543,-0.691566
-0.072728,0.130249,-0.514222,-0.786426
-0.076042,0.129210,-0.547151,-0.786776
-0.012528,0.128506,-0.033621,-0.603178
-0.042037,0.125157,-0.280394,-0.678600
-0.055916,0.127217,-0.388478,-0.754441
-0.097453,0.125845,-0.751424,-0.823068
-0.021477,0.124608,-0.111796,-0.417984
-0.000307,0.127329,0.061475,-0.444262
-0.099211,0.129079,-0.744502,-0.809495
-0.091343,0.128562,-0.680466,-0.780978
-0.055474,0.130188,-0.372942,-0.770798
-0.022441,0.128269,-0.112580,-0.535576
-0.067648,0.124485,-0.500158,-0.719519
-0.042372,0.128128,-0.273571,-0.669822
-0.057187,0.130268,-0.386648,-0.745756
-0.005537,0.122688,0.016241,-0.381229
-0.098411,0.129322,-0.735987,-0.824308
-0.044898,0.129823,-0.288706,-0.671927
-0.007079,0.132037,0.012427,-0.487981
-0.048676,0.126255,-0.331853,-0.705443
-0.047664,0.125989,-0.324408,-0.627462
-0.028866,0.127285,-0.166287,-0.550005
-0.040207,0.126117,-0.262111,-0.560935
-0.031727,0.127780,-0.188221,-0.510043
-0.017353,0.126822,-0.074357,-0.522267
-0.004769,0.122520,0.022390,-0.508405
-0.072703,0.127780,-0.526555,-0.751470
-0.008862,0.125267,-0.008281,-0.506948
-0.054018,0.128812,-0.366429,-0.691891
-0.026606,0.126481,-0.149753,-0.705535
-0.050831,0.130065,-0.335800,-0.776658
-0.061656,0.131032,-0.419837,-0.656885
-0.099737,0.127928,-0.756955,-0.839358
-0.036485,0.127624,-0.227216,-0.602628
-0.009532,0.129124,-0.009439,-0.397367
-0.120293,0.126766,-0.947163,-0.897435
-0.020335,0.131015,-0.091103,-0.477081
-0.054664,0.129573,-0.368800,-0.695055
-0.041263,0.130909,-0.256109,-0.664511
-0.081611,0.129544,-0.592007,-0.769721
-0.034749,0.129541,-0.207989,-0.627876
-0.036226,0.127371,-0.225773,-0.700225
-0.093837,0.130502,-0.689401,-0.798241
-0.128215,0.130991,-0.981452,-0.882870
-0.031938,0.127041,-0.191728,-0.617276
-0.021705,0.131157,-0.101471,-0.561974
-0.067529,0.131527,-0.465475,-0.833135
-0.024695,0.126646,-0.133925,-0.614827
-0.040900,0.128480,-0.260519,-0.646185
-0.037859,0.129223,-0.233814,-0.578974
-0.033736,0.129502,-0.199998,-0.608387
-0.009876,0.127364,-0.014058,-0.385310
-0.050738,0.130570,-0.333262,-0.737816
-0.082359,0.126724,-0.614555,-0.758734
0.004784,0.127563,0.101411,-0.453124
-0.015555,0.127574,-0.058878,-0.407979
-0.030647,0.125175,-0.185854,-0.696596
-0.112251,0.128738,-0.859980,-0.885336
-0.040654,0.125065,-0.269069,-0.581972
-0.065583,0.129070,-0.460677,-0.724069
-0.086182,0.129744,-0.629385,-0.790848
-0.104038,0.126875,-0.801979,-0.824906
0.070621,0.124671,0.609935,-0.208419
-0.029739,0.127467,-0.172924,-0.652922
-0.011713,0.125929,-0.030389,-0.350724
-0.077776,0.128951,-0.563090,-0.736643
-0.079015,0.129867,-0.568504,-0.726780
-0.050144,0.125745,-0.346015,-0.597549
-0.048493,0.128735,-0.321550,-0.598642
-0.127903,0.128932,-0.996470,-0.909654
-0.052929,0.129044,-0.356621,-0.698134
-0.038504,0.129298,-0.238737,-0.670285
-0.049356,0.130355,-0.322866,-0.689274
-0.036781,0.127663,-0.229521,-0.595685
-0.062254,0.126413,-0.445050,-0.700260
-0.009807,0.128203,-0.012563,-0.570365
-0.032559,0.129936,-0.189502,-0.589149
-0.138389,0.127906,-1.100071,-0.908121
-0.065431,0.125635,-0.475527,-0.694276
-0.042807,0.127831,-0.278133,-0.598805
-0.097010,0.129559,-0.722409,-0.824041
0.011085,0.126923,0.150506,-0.446169
-0.017780,0.130093,-0.072514,-0.656668
0.002625,0.127437,0.084468,-0.441051
-0.078614,0.125241,-0.590827,-0.801111
-0.035394,0.130077,-0.211748,-0.531261
-0.025540,0.122883,-0.148947,-0.586523
-0.090122,0.126880,-0.680569,-0.820752
-0.109802,0.127717,-0.846384,-0.856926
-0.050801,0.127222,-0.345912,-0.686357
-0.059513,0.125732,-0.424920,-0.701967
0.017403,0.130011,0.197895,-0.544152
-0.001848,0.122652,0.046422,-0.528881
-0.019894,0.124440,-0.099118,-0.611100
0.016275,0.127307,0.190678,-0.346437
-0.085158,0.128144,-0.630137,-0.839984
-0.067542,0.126331,-0.490115,-0.760995
-0.082913,0.131890,-0.589911,-0.837494
-0.067107,0.129978,-0.469171,-0.778835
-0.077252,0.128752,-0.559693,-0.789331
-0.050405,0.127544,-0.341458,-0.718499
-0.050089,0.130389,-0.328605,-0.711435
-0.044815,0.127085,-0.296995,-0.718089
-0.003448,0.127791,0.037057,-0.480238
0.010375,0.125068,0.145259,-0.590384
-0.047363,0.126275,-0.320910,-0.645435
-0.000494,0.123801,0.058050,-0.391083
-0.050076,0.128355,-0.335867,-0.770699
-0.112355,0.130425,-0.848098,-0.879878
-0.038012,0.126303,-0.243492,-0.564025
0.068893,0.127655,0.585975,-0.411123
-0.033509,0.125828,-0.207750,-0.593704
-0.080640,0.127304,-0.596458,-0.838630
-0.079856,0.127678,-0.587683,-0.821983
-0.074523,0.125015,-0.556696,-0.790609
-0.018285,0.127748,-0.080383,-0.605831
-0.052032,0.128436,-0.351580,-0.708132
-0.088241,0.130675,-0.641163,-0.866927
-0.130250,0.129690,-1.010665,-0.907712
-0.077222,0.127000,-0.569048,-0.732355
-0.068828,0.132967,-0.469532,-0.847927
-0.127365,0.131478,-0.969914,-0.884554
-0.051610,0.130811,-0.339420,-0.677123
0.000434,0.127642,0.067380,-0.519705
-0.010313,0.127881,-0.016899,-0.459121
-0.123736,0.129114,-0.957957,-0.876150
-0.006255,0.130061,0.016963,-0.544255
-0.055825,0.130194,-0.375808,-0.699921
0.001747,0.120452,0.074816,-0.400309
-0.018175,0.128724,-0.077923,-0.531475
-0.030987,0.131274,-0.173882,-0.604442
-0.077203,0.131852,-0.543097,-0.783590
-0.065905,0.130410,-0.457277,-0.725165
0.008076,0.126650,0.127051,-0.429473
-0.058940,0.128215,-0.409402,-0.617875
-0.059436,0.127837,-0.415217,-0.703454
-0.062932,0.126662,-0.449607,-0.702928
-0.034758,0.125275,-0.219566,-0.556310
-0.145298,0.128002,-1.161901,-0.920322
0.016035,0.124329,0.190191,-0.401410
-0.052775,0.128103,-0.358902,-0.698359
-0.052479,0.128997,-0.353156,-0.616393
-0.047627,0.129018,-0.313470,-0.687189
-0.020101,0.130330,-0.090418,-0.571141
-0.038360,0.126585,-0.245495,-0.647312
-0.087715,0.129943,-0.641152,-0.775613
-0.129554,0.129442,-1.006577,-0.895205
-0.032003,0.128127,-0.189645,-0.445931
0.041813,0.127406,0.385424,-0.395718
-0.056306,0.131678,-0.374000,-0.728677
-0.068277,0.125052,-0.502716,-0.737707
-0.076178,0.130734,-0.540344,-0.774235
-0.133521,0.126354,-1.070553,-0.906200
-0.084150,0.129736,-0.612304,-0.818792
-0.072177,0.129685,-0.512534,-0.770155
-0.019150,0.130233,-0.083081,-0.685202
-0.006101,0.129183,0.017472,-0.465019
-0.021441,0.129833,-0.101797,-0.633054
-0.052628,0.129378,-0.352881,-0.624200
-0.037325,0.129014,-0.230111,-0.622795
-0.058801,0.129509,-0.402897,-0.746204
-0.071898,0.129303,-0.512063,-0.728525
-0.073434,0.128884,-0.527011,-0.731573
-0.010413,0.129874,-0.015491,-0.492104
-0.050587,0.124468,-0.354633,-0.717776
-0.046107,0.124236,-0.317613,-0.615410
-0.097364,0.129398,-0.726565,-0.852908
-0.046915,0.124549,-0.323319,-0.667732
-0.002673,0.124413,0.040877,-0.292300
-0.091029,0.128579,-0.677619,-0.785866
-0.114161,0.127823,-0.883979,-0.862806
-0.069147,0.128340,-0.493813,-0.730466
-0.056337,0.130091,-0.380378,-0.703811
-0.011612,0.128621,-0.026248,-0.461143
-0.143644,0.128772,-1.139212,-0.921821
-0.036230,0.130277,-0.217917,-0.782459
-0.038160,0.127767,-0.240419,-0.596953
-0.090640,0.126664,-0.686442,-0.777457
-0.057833,0.122572,-0.424499,-0.676689
-0.003497,0.129447,0.037906,-0.389628
-0.020663,0.130211,-0.095038,-0.496514
-0.067997,0.127312,-0.489151,-0.769594
-0.070567,0.127209,-0.511395,-0.759839
0.007288,0.129572,0.121006,-0.398900
-0.044100,0.129391,-0.283666,-0.611020
-0.018125,0.130224,-0.075084,-0.431198
-0.036943,0.128609,-0.228187,-0.632093
-0.059358,0.131532,-0.399136,-0.681241
-0.040606,0.129522,-0.255008,-0.633941
-0.033898,0.127539,-0.206406,-0.605232
-0.092893,0.129514,-0.687643,-0.813602
-0.023638,0.126502,-0.125719,-0.541978
-0.092620,0.129682,-0.684235,-0.806707
-0.083071,0.128774,-0.608711,-0.756752
-0.033184,0.129475,-0.195612,-0.624685
-0.031452,0.129918,-0.180817,-0.542799
-0.010950,0.127415,-0.022507,-0.352146
-0.001400,0.124288,0.051004,-0.482985
-0.130201,0.131985,-0.990337,-0.895233
-0.029669,0.127398,-0.172530,-0.538452
-0.077622,0.129366,-0.559493,-0.780342
-0.069574,0.131601,-0.481828,-0.777368
-0.091201,0.130447,-0.667503,-0.797067
-0.003632,0.129219,0.036682,-0.654466
-0.042761,0.126491,-0.282003,-0.771767
-0.132433,0.129289,-1.033621,-0.913152
-0.054117,0.123410,-0.388837,-0.714207
-0.103262,0.128234,-0.785398,-0.845058
-0.098917,0.128234,-0.747768,-0.813773
-0.024998,0.129043,-0.131448,-0.563275
-0.087511,0.130395,-0.636773,-0.813945
-0.022344,0.128106,-0.112115,-0.506047
-0.039605,0.125207,-0.259939,-0.747545
0.008581,0.125152,0.130991,-0.490118
-0.056910,0.131463,-0.379674,-0.685129
-0.011347,0.128943,-0.023838,-0.536460
-0.092121,0.131516,-0.668637,-0.784266
-0.043252,0.129080,-0.277762,-0.623398
0.033907,0.128486,0.323983,-0.582317
0.032545,0.128221,0.314059,-0.378360
-0.065139,0.127909,-0.462355,-0.757450
-0.007300,0.130089,0.008951,-0.551861
-0.083357,0.128179,-0.614553,-0.803988
-0.010987,0.129158,-0.020709,-0.554700
-0.055301,0.129871,-0.372818,-0.633133
-0.053412,0.128506,-0.362690,-0.730607
0.005931,0.125772,0.110057,-0.434011
-0.077577,0.128743,-0.562575,-0.749509
-0.010475,0.127830,-0.018287,-0.614144
-0.052611,0.131070,-0.346538,-0.685459
-0.106916,0.127478,-0.822857,-0.875618
-0.090502,0.128156,-0.675788,-0.799868
0.010699,0.128602,0.147277,-0.398183
-0.045762,0.124993,-0.311989,-0.582861
-0.064055,0.130902,-0.439931,-0.698339
-0.066498,0.125425,-0.485632,-0.710909
-0.057263,0.127998,-0.396400,-0.714262
-0.065279,0.127810,-0.464004,-0.770148
-0.045554,0.125863,-0.307259,-0.696429
-0.057749,0.129356,-0.394875,-0.756308
0.039142,0.127342,0.365424,-0.377515
-0.029416,0.128165,-0.168657,-0.627075
-0.046282,0.125481,-0.314680,-0.703091
-0.045253,0.129032,-0.294142,-0.689553
-0.015786,0.128925,-0.058780,-0.609214
-0.149986,0.133422,-1.150554,-0.932529
-0.022460,0.129360,-0.110697,-0.478552
-0.060071,0.123531,-0.439540,-0.707860
0.088895,0.124256,0.747745,-0.254872
-0.009015,0.126057,-0.008651,-0.590751
-0.095351,0.128617,-0.714413,-0.814186
-0.065725,0.125692,-0.477801,-0.818483
-0.062469,0.126831,-0.444914,-0.733956
-0.019211,0.126955,-0.089149,-0.617863
-0.036622,0.127739,-0.227937,-0.661582
-0.084321,0.128096,-0.623233,-0.774977
-0.071059,0.128429,-0.509425,-0.736420
-0.030724,0.123608,-0.190471,-0.624189
-0.051007,0.128927,-0.341374,-0.739216
-0.083116,0.127951,-0.613912,-0.799968
-0.032651,0.127058,-0.197538,-0.568818
-0.083736,0.125638,-0.632928,-0.839524
-0.073860,0.129423,-0.527834,-0.741975
-0.029788,0.130067,-0.167262,-0.526601
-0.112353,0.132733,-0.831080,-0.876831
-0.100602,0.128123,-0.763123,-0.815617
-0.023981,0.124447,-0.132693,-0.525214
-0.061109,0.125448,-0.439684,-0.706289
-0.056639,0.125594,-0.401238,-0.772302
-0.027900,0.125613,-0.162315,-0.751930
-0.076142,0.126765,-0.560980,-0.764888
-0.031550,0.127612,-0.187193,-0.579607
-0.010147,0.129858,-0.013396,-0.554799
-0.102076,0.129558,-0.765868,-0.858559
-0.063247,0.129870,-0.437874,-0.699809
-0.059116,0.126272,-0.419201,-0.690611
-0.021037,0.127104,-0.103539,-0.792345
-0.008382,0.123427,-0.006304,-0.533100
-0.007793,0.129840,0.004909,-0.557170
-0.075556,0.129697,-0.540571,-0.771426
-0.023576,0.128131,-0.121914,-0.710068
-0.077405,0.128482,-0.562476,-0.746242
-0.052341,0.128232,-0.354880,-0.628507
-0.039966,0.128103,-0.254051,-0.622169
-0.066364,0.126362,-0.479986,-0.731398
-0.069170,0.129181,-0.489995,-0.760575
-0.087961,0.126427,-0.664764,-0.781424
-0.087536,0.129681,-0.641189,-0.785276
-0.052185,0.131189,-0.342602,-0.739160
-0.048562,0.128772,-0.321949,-0.554675
-0.080790,0.123847,-0.617943,-0.817152
-0.049748,0.128294,-0.333382,-0.741755
-0.087730,0.126742,-0.660750,-0.766343
-0.175829,0.130011,-1.421494,-0.953214
-0.082366,0.130989,-0.590396,-0.785545
-0.086448,0.131138,-0.623536,-0.802700
-0.091805,0.128245,-0.686337,-0.802654
-0.087756,0.130396,-0.638796,-0.809590
-0.128360,0.130291,-0.988695,-0.894989
-0.082767,0.127235,-0.615042,-0.799091
-0.098561,0.133530,-0.709826,-0.856782
-0.030563,0.122658,-0.191580,-0.613627
0.022233,0.121978,0.241386,-0.417967
-0.023885,0.127396,-0.125861,-0.593908
-0.060280,0.126964,-0.425895,-0.684563
-0.084841,0.127647,-0.630401,-0.798051
-0.049106,0.128768,-0.326433,-0.638151
-0.023501,0.128228,-0.121127,-0.652098
-0.053026,0.127826,-0.362059,-0.671374
-0.090151,0.125209,-0.691655,-0.834104
-0.040617,0.128402,-0.258436,-0.579548
-0.104506,0.126028,-0.812422,-0.830200
-0.052896,0.128032,-0.360251,-0.746441
-0.116676,0.129020,-0.896555,-0.875947
-0.010478,0.128236,-0.017849,-0.411803
-0.052387,0.131795,-0.342116,-0.715732
0.000851,0.130529,0.072026,-0.371433
-0.056692,0.123710,-0.409690,-0.682299
-0.052008,0.130338,-0.344350,-0.647843
-0.052308,0.129073,-0.351431,-0.630766
-0.058221,0.132129,-0.387573,-0.643035
-0.053945,0.127831,-0.369627,-0.683937
-0.037022,0.131142,-0.221763,-0.564728
-0.055228,0.128299,-0.378423,-0.657761
-0.083167,0.126839,-0.620812,-0.785910
-0.105978,0.126546,-0.821507,-0.837079
0.041035,0.125920,0.382485,-0.412321
-0.075512,0.129462,-0.541417,-0.789571
-0.123801,0.127860,-0.969174,-0.883794
-0.089834,0.133333,-0.638887,-0.778994
-0.024597,0.123851,-0.138971,-0.586102
-0.119468,0.127069,-0.937253,-0.865551
-0.067140,0.128000,-0.478678,-0.744763
-0.057385,0.127546,-0.399343,-0.673377
0.033573,0.130403,0.318680,-0.423364
-0.003749,0.125945,0.033345,-0.494219
-0.086905,0.128007,-0.645910,-0.777444
-0.066212,0.125877,-0.480979,-0.740013
-0.074484,0.127441,-0.543309,-0.724845
-0.099680,0.129006,-0.749041,-0.835884
-0.110146,0.127355,-0.852274,-0.853956
-0.062882,0.127623,-0.444812,-0.718156
-0.086295,0.129483,-0.631827,-0.825365
-0.064091,0.127136,-0.457189,-0.675339
-0.063691,0.127978,-0.449973,-0.723932
-0.030925,0.128034,-0.181022,-0.570456
-0.029223,0.126186,-0.171737,-0.623097
-0.020091,0.130029,-0.090791,-0.491985
-0.073229,0.132958,-0.505165,-0.737283
-0.134696,0.129000,-1.056452,-0.900109
-0.105275,0.129997,-0.790235,-0.871001
0.005932,0.127866,0.110339,-0.457941
-0.060296,0.128195,-0.420767,-0.779844
-0.117040,0.130520,-0.887946,-0.896326
-0.120090,0.131001,-0.910545,-0.869194
0.000532,0.127716,0.068195,-0.636035
-0.024673,0.123438,-0.140529,-0.500459
-0.066429,0.126985,-0.477550,-0.688932
-0.129572,0.129980,-1.002085,-0.897999
-0.090418,0.127808,-0.677207,-0.836774
-0.058171,0.128620,-0.401367,-0.786329
0.003967,0.126513,0.094692,-0.524094
-0.010585,0.128449,-0.018396,-0.505084
-0.057170,0.127926,-0.395976,-0.656301
-0.021412,0.128841,-0.103353,-0.523995
-0.064605,0.130453,-0.446431,-0.695225
-0.061321,0.128974,-0.425914,-0.666279
-0.098938,0.132894,-0.717054,-0.825283
-0.038278,0.129347,-0.236823,-0.648250
-0.029208,0.127893,-0.167571,-0.537392
-0.071755,0.128180,-0.516503,-0.758353
-0.097852,0.127423,-0.744065,-0.835035
-0.082984,0.132838,-0.585296,-0.777108
-0.051378,0.129385,-0.342665,-0.724809
-0.073419,0.126891,-0.537246,-0.720160
-0.089219,0.125446,-0.681938,-0.860017
-0.101146,0.131985,-0.741504,-0.858704
-0.006221,0.126833,0.014361,-0.515420
-0.058311,0.128539,-0.402859,-0.724013
-0.057762,0.125941,-0.409189,-0.808223
-0.014838,0.127915,-0.052725,-0.579245
-0.090859,0.128926,-0.674031,-0.796455
-0.066494,0.125926,-0.483157,-0.655651
-0.042674,0.131122,-0.266807,-0.664250
-0.053156,0.127517,-0.364346,-0.710068
-0.042170,0.127863,-0.272787,-0.752882
-0.075354,0.129252,-0.541176,-0.857936
-0.027875,0.128608,-0.155272,-0.472177
-0.034038,0.128259,-0.205648,-0.555319
-0.042757,0.127340,-0.279244,-0.682891
-0.075591,0.128633,-0.546381,-0.723677
-0.036781,0.131365,-0.219363,-0.569528
0.028558,0.128542,0.283492,-0.305645
-0.018558,0.129225,-0.080087,-0.515072
-0.125797,0.127010,-0.994447,-0.895887
-0.070359,0.124022,-0.525991,-0.779789
-0.062218,0.127301,-0.440656,-0.774755
-0.066468,0.128905,-0.468861,-0.722056
0.015017,0.127413,0.180868,-0.480802
-0.056175,0.125679,-0.396940,-0.728235
-0.066641,0.128531,-0.471999,-0.703449
-0.077419,0.126008,-0.576181,-0.724975
-0.070579,0.129411,-0.500593,-0.801674
-0.041600,0.127113,-0.270506,-0.706616
-0.016513,0.127021,-0.067373,-0.389249
-0.039685,0.127248,-0.254450,-0.652406
-0.020204,0.125435,-0.099814,-0.439209
-0.019667,0.126415,-0.093741,-0.624515
-0.050894,0.126982,-0.347629,-0.630683
-0.086094,0.130620,-0.623578,-0.782703
-0.082570,0.128385,-0.606769,-0.770633
-0.059669,0.127021,-0.420584,-0.791947
-0.044105,0.128100,-0.287810,-0.510803
-0.041609,0.125914,-0.274392,-0.575129
-0.126731,0.130752,-0.970476,-0.901413
-0.013915,0.129645,-0.043008,-0.530761
-0.075664,0.127144,-0.554921,-0.826222
-0.090025,0.125784,-0.686797,-0.805368
-0.095254,0.131479,-0.695237,-0.807267
0.013033,0.127259,0.165510,-0.480612
-0.041838,0.127952,-0.269774,-0.561045
-0.006510,0.125653,0.010968,-0.664761
-0.052625,0.127561,-0.359781,-0.788784
-0.048486,0.128881,-0.320949,-0.643932
-0.038688,0.125245,-0.252248,-0.723382
-0.010343,0.129254,-0.015633,-0.433101
-0.044018,0.126277,-0.293159,-0.587530
-0.096304,0.126301,-0.738248,-0.849174
-0.160143,0.126930,-1.310784,-0.934219
-0.041409,0.130306,-0.259108,-0.603708
-0.090438,0.126212,-0.687568,-0.816106
-0.097945,0.126439,-0.751647,-0.809703
-0.080950,0.125038,-0.612303,-0.791255
-0.063220,0.128204,-0.445028,-0.704046
-0.077350,0.127857,-0.565425,-0.806184
-0.006011,0.127832,0.016966,-0.637884
-0.058555,0.128467,-0.405178,-0.789548
-0.106598,0.127056,-0.823219,-0.849588
-0.017770,0.128627,-0.074860,-0.603571
-0.103352,0.129825,-0.774888,-0.830351
-0.049165,0.127228,-0.332415,-0.678375
-0.101634,0.131039,-0.751989,-0.838630
-0.039017,0.127882,-0.247069,-0.697002
-0.044969,0.126229,-0.301192,-0.621899
-0.069947,0.124047,-0.522272,-0.798088
-0.002278,0.129053,0.047049,-0.500010
-0.079401,0.130490,-0.568406,-0.770832
-0.041863,0.126113,-0.275813,-0.603425
-0.114456,0.130611,-0.864808,-0.864113
-0.050636,0.129307,-0.336951,-0.666923
-0.038291,0.125809,-0.247280,-0.740192
0.002936,0.129387,0.087591,-0.420908
-0.015806,0.128150,-0.060037,-0.632197
-0.078991,0.129200,-0.571861,-0.774298
-0.046810,0.128813,-0.307511,-0.691812
-0.084985,0.130491,-0.615014,-0.808409
-0.016770,0.127114,-0.069282,-0.622647
-0.017828,0.128735,-0.075156,-0.695208
-0.050363,0.131706,-0.326222,-0.703359
-0.058724,0.126078,-0.416662,-0.751310
-0.037392,0.127839,-0.233978,-0.662348
-0.086237,0.128741,-0.635737,-0.773130
-0.120710,0.130772,-0.917750,-0.888695
-0.008279,0.127145,-0.001609,-0.398020
-0.055074,0.126781,-0.383163,-0.673141
-0.029970,0.127049,-0.175739,-0.547534
0.001376,0.127255,0.074559,-0.641408
-0.019160,0.128351,-0.086356,-0.636306
-0.016840,0.127800,-0.068806,-0.615948
-0.127468,0.130243,-0.981282,-0.908142
-0.012669,0.123387,-0.041509,-0.468655
-0.049903,0.128367,-0.334332,-0.713395
-0.016644,0.124707,-0.072088,-0.478755
-0.103081,0.129230,-0.776811,-0.834177
-0.011706,0.125128,-0.031406,-0.480047
-0.058741,0.130169,-0.399675,-0.654566
-0.058018,0.125147,-0.414813,-0.712232
-0.016088,0.127250,-0.063613,-0.471702
-0.055396,0.126768,-0.385909,-0.818699
-0.063471,0.126503,-0.454854,-0.775517
-0.057481,0.131196,-0.385347,-0.667114
-0.026101,0.128979,-0.140363,-0.533658
-0.076037,0.127608,-0.555654,-0.778368
-0.043091,0.127990,-0.279957,-0.691161
-0.031687,0.131300,-0.179281,-0.479968
-0.100053,0.129782,-0.746961,-0.836589
-0.056051,0.129462,-0.380615,-0.736251
-0.030048,0.128232,-0.173622,-0.567598
-0.039115,0.126932,-0.250642,-0.730830
-0.076835,0.132833,-0.535063,-0.781065
0.001706,0.129505,0.078193,-0.608032
-0.055145,0.127629,-0.380373,-0.615003
-0.091676,0.129200,-0.679318,-0.837238
-0.010981,0.128561,-0.021404,-0.573717
-0.013821,0.127254,-0.045564,-0.385019
-0.011601,0.128633,-0.026207,-0.377530
-0.103929,0.131410,-0.768924,-0.823249
-0.039212,0.126862,-0.251690,-0.631583
-0.069287,0.126736,-0.502935,-0.788870
-0.100454,0.130690,-0.744237,-0.830015
-0.043100,0.126148,-0.285962,-0.746496
-0.101346,0.130575,-0.752532,-0.877168
-0.020304,0.126654,-0.098460,-0.491107
-0.086235,0.129727,-0.629908,-0.759983
-0.070025,0.130964,-0.488527,-0.743614
-0.068906,0.129893,-0.484392,-0.742068
-0.098536,0.130049,-0.732283,-0.845495
-0.121446,0.128977,-0.938934,-0.880550
-0.022601,0.125315,-0.119569,-0.606318
-0.072213,0.130589,-0.508334,-0.738178
-0.065563,0.125754,-0.476072,-0.693684
-0.021678,0.125468,-0.111761,-0.479417
-0.083344,0.129598,-0.606302,-0.756180
-0.104185,0.128338,-0.792688,-0.830125
-0.071269,0.127049,-0.518123,-0.708535
-0.097886,0.129093,-0.733038,-0.839225
-0.145387,0.133958,-1.105163,-0.930777
-0.121001,0.132313,-0.908038,-0.882550
-0.002521,0.128651,0.044894,-0.415552
-0.078007,0.130556,-0.556473,-0.722757
-0.079186,0.127534,-0.582797,-0.785706
-0.052477,0.126912,-0.361044,-0.728863
-0.030734,0.127611,-0.180534,-0.639401
-0.037671,0.122535,-0.251905,-0.505214
-0.011197,0.125882,-0.026279,-0.564160
-0.008797,0.123896,-0.009238,-0.533328
0.019665,0.126666,0.217249,-0.492175
-0.048404,0.126265,-0.329584,-0.729009
0.026787,0.124480,0.274771,-0.298597
-0.026377,0.127376,-0.145943,-0.625622
0.050009,0.126445,0.449335,-0.348309
-0.035120,0.130594,-0.208239,-0.571595
-0.007990,0.127235,0.000758,-0.406328
-0.085284,0.128317,-0.630188,-0.786772
-0.082290,0.127802,-0.607732,-0.765113
0.001640,0.125043,0.075776,-0.559522
-0.026085,0.126461,-0.145568,-0.512658
-0.083055,0.128620,-0.609460,-0.804247
-0.052553,0.130836,-0.346832,-0.698473
-0.117283,0.128715,-0.904362,-0.875951
-0.074471,0.126701,-0.547110,-0.741914
-0.036544,0.129681,-0.222005,-0.538746
0.003873,0.129420,0.094805,-0.489114
-0.066803,0.127900,-0.476304,-0.699389
-0.010928,0.128611,-0.020921,-0.610724
-0.098395,0.129431,-0.735120,-0.826544
-0.113286,0.129308,-0.864669,-0.849419
-0.117956,0.131233,-0.890253,-0.871248
-0.025460,0.127294,-0.138727,-0.536755
-0.104906,0.126522,-0.812316,-0.830387
0.018429,0.123192,0.209974,-0.313167
-0.035912,0.126527,-0.225627,-0.549260
-0.095223,0.127303,-0.721988,-0.802047
-0.014569,0.127980,-0.050458,-0.460897
-0.028090,0.130975,-0.151803,-0.595212
-0.026305,0.126606,-0.147056,-0.694033
-0.047825,0.126443,-0.324137,-0.617395
-0.069663,0.132502,-0.478373,-0.784080
-0.022876,0.131639,-0.109692,-0.589526
-0.051208,0.127181,-0.349488,-0.655134
-0.018837,0.129063,-0.082564,-0.536509
-0.080627,0.128637,-0.588890,-0.744984
-0.090926,0.128353,-0.678170,-0.854180
-0.106442,0.129368,-0.804850,-0.838718
-0.087436,0.125466,-0.666179,-0.786625
-0.039380,0.129504,-0.245249,-0.595016
-0.137004,0.130471,-1.063490,-0.917223
-0.063525,0.130082,-0.439273,-0.776134
-0.029287,0.132114,-0.158614,-0.559542
-0.007794,0.124434,-0.000529,-0.466884
-0.015570,0.125826,-0.061594,-0.520893
-0.003501,0.128212,0.036945,-0.408112
-0.028294,0.128160,-0.159640,-0.712464
-0.049358,0.129169,-0.327046,-0.662118
-0.071286,0.126481,-0.521217,-0.771623
-0.017579,0.126059,-0.077502,-0.573161
-0.070655,0.128173,-0.507276,-0.716661
-0.023765,0.126192,-0.127322,-0.513593
-0.059937,0.129341,-0.412910,-0.681410
0.033473,0.126134,0.324328,-0.344044
0.088821,0.127177,0.732989,-0.329189
-0.098355,0.132767,-0.713044,-0.812658
-0.062117,0.126848,-0.441893,-0.695712
-0.067896,0.125545,-0.497004,-0.737354
0.011100,0.128766,0.150283,-0.449561
-0.073059,0.126751,-0.534857,-0.789411
0.004000,0.129162,0.095679,-0.596300
-0.057027,0.129304,-0.389201,-0.652950
-0.036536,0.128713,-0.224510,-0.503888
-0.073971,0.130526,-0.523159,-0.749242
-0.077334,0.127124,-0.569310,-0.827176
-0.072296,0.131534,-0.504399,-0.744090
-0.086810,0.129326,-0.637260,-0.784790
-0.068192,0.126787,-0.493415,-0.739619
-0.023175,0.130460,-0.114243,-0.567666
-0.028976,0.127304,-0.167128,-0.648898
-0.068148,0.127236,-0.490823,-0.704194
-0.085223,0.125725,-0.645322,-0.807548
-0.113005,0.132382,-0.839061,-0.856826
-0.101211,0.128589,-0.765176,-0.844800
-0.080635,0.129274,-0.585319,-0.784274
-0.058263,0.126182,-0.412410,-0.713530
-0.107893,0.127006,-0.835004,-0.882150
