day,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
505,0.397180,0.402234,0.292651,0.405178,0.462804,0.303832,0.422444,0.339606,0.430483,0.328605,0.367037,0.561567,0.288903,0.251489,0.206765,0.376938,0.511981,0.293461,0.365803,0.491515,0.305634,0.251149,0.543821,0.393190,0.337932,0.562322,0.470007,0.351430,0.351489,0.370316,0.372763,0.352107,0.403671,0.481922,0.324912,0.674545,0.454107,0.313515,0.308719,0.465618,0.342348,0.505059,0.299761,0.342037,0.383304,0.310957,0.363951,0.301599,0.344902,0.318692,0.422202,0.291333,0.382441,0.497682,0.585479,0.533178,0.323195,0.311016,0.423751,0.450149,0.420359,0.530751,0.400311,0.278433,0.314407,0.397055,0.348119,0.433847,0.326576,0.474501,0.390304,0.490359,0.428539,0.343179,0.472667,0.336663,0.577536,0.265876,0.386113,0.434785,0.393651,0.539345,0.465989,0.531991,0.426682,0.500327,0.501436,0.345523,0.317886,0.314350,0.338986,0.412760,0.352815,0.491388,0.409490,0.420987,0.466837,0.359336,0.354448,0.386611
526,0.353958,0.405799,0.302212,0.408233,0.476891,0.301869,0.412371,0.325007,0.425771,0.365106,0.375963,0.581073,0.276546,0.245650,0.202734,0.382157,0.528370,0.300432,0.368719,0.475990,0.315283,0.238116,0.563819,0.381117,0.340029,0.596702,0.488610,0.368522,0.359171,0.335827,0.359088,0.331138,0.396495,0.467134,0.344439,0.668908,0.468978,0.310993,0.303658,0.475761,0.350431,0.515288,0.270344,0.351385,0.390730,0.286906,0.370049,0.299046,0.328570,0.308404,0.438048,0.292047,0.376418,0.488907,0.566454,0.513261,0.317482,0.312304,0.371965,0.394354,0.398673,0.510521,0.407673,0.251370,0.321596,0.420495,0.345458,0.448383,0.334321,0.471544,0.339910,0.444551,0.446497,0.358951,0.473613,0.318763,0.613268,0.245581,0.380386,0.411901,0.421230,0.543047,0.431455,0.510453,0.455090,0.465885,0.447494,0.352654,0.324844,0.305068,0.325951,0.434980,0.345811,0.499380,0.417453,0.425172,0.464037,0.359578,0.372746,0.391408
547,0.370887,0.422899,0.307646,0.400530,0.484778,0.294741,0.364468,0.305395,0.423684,0.370047,0.389389,0.544603,0.262360,0.209350,0.199898,0.394595,0.498621,0.308445,0.384478,0.438884,0.296150,0.237085,0.577431,0.387202,0.316188,0.593245,0.495228,0.387007,0.367651,0.341443,0.384466,0.333042,0.382313,0.485042,0.338817,0.705429,0.451930,0.294449,0.295324,0.478983,0.338390,0.490862,0.286702,0.379176,0.429853,0.269683,0.364025,0.299247,0.348231,0.314745,0.438787,0.280124,0.405592,0.500558,0.622002,0.442204,0.319129,0.328651,0.405576,0.401281,0.401324,0.498843,0.407200,0.263659,0.307813,0.439479,0.348512,0.413320,0.352312,0.473164,0.333228,0.447122,0.476999,0.354274,0.489338,0.310589,0.612176,0.252199,0.404209,0.390374,0.428988,0.565244,0.425749,0.538244,0.463212,0.460731,0.418382,0.356013,0.309614,0.312574,0.341192,0.437894,0.373242,0.498829,0.409683,0.429448,0.432372,0.354304,0.358465,0.367447
568,0.368868,0.404246,0.292205,0.387932,0.490678,0.313280,0.360104,0.309252,0.442917,0.369989,0.382659,0.563585,0.273552,0.213846,0.177652,0.384761,0.501472,0.323454,0.394355,0.412169,0.279815,0.243815,0.581159,0.398955,0.325333,0.589404,0.438515,0.397198,0.351474,0.334376,0.362354,0.316797,0.379477,0.474985,0.342296,0.762789,0.458600,0.275079,0.295692,0.480860,0.339713,0.494021,0.280562,0.387411,0.440307,0.286847,0.378080,0.316935,0.355114,0.328149,0.408099,0.289527,0.419209,0.502633,0.616317,0.437920,0.305751,0.325327,0.394189,0.399917,0.384129,0.471594,0.415506,0.246380,0.307870,0.461171,0.368455,0.435912,0.339734,0.470069,0.347967,0.435356,0.477091,0.366385,0.477735,0.268453,0.610860,0.250746,0.411483,0.394435,0.424009,0.574467,0.419028,0.564841,0.444625,0.468182,0.437853,0.360061,0.299858,0.308833,0.317196,0.460446,0.365429,0.515328,0.433448,0.415970,0.454346,0.332570,0.378209,0.372943
589,0.317272,0.417284,0.297901,0.381225,0.503780,0.285550,0.328497,0.310427,0.451262,0.385899,0.356216,0.569892,0.286554,0.197735,0.175453,0.363193,0.504890,0.346846,0.406702,0.428111,0.275614,0.254730,0.597364,0.400075,0.307816,0.632182,0.440567,0.384987,0.352082,0.344209,0.357894,0.327426,0.378691,0.462469,0.353368,0.754719,0.461758,0.274205,0.300490,0.477677,0.315399,0.495458,0.283147,0.392547,0.460004,0.276158,0.375004,0.290734,0.366463,0.324058,0.412602,0.292666,0.407280,0.475491,0.625802,0.468719,0.296147,0.318981,0.388473,0.410073,0.389092,0.484344,0.412854,0.248393,0.297122,0.464863,0.350964,0.438707,0.328280,0.484041,0.343813,0.401915,0.461156,0.375878,0.504080,0.277485,0.660232,0.253701,0.413247,0.380894,0.444160,0.584121,0.408185,0.537747,0.402800,0.462536,0.401098,0.357515,0.287664,0.316349,0.333554,0.457430,0.363502,0.522489,0.402660,0.398423,0.459017,0.336274,0.365593,0.394337
610,0.330441,0.406934,0.255377,0.404239,0.505463,0.289236,0.347580,0.314490,0.433358,0.403549,0.351413,0.577428,0.294762,0.178566,0.177534,0.369094,0.519828,0.331858,0.414475,0.430500,0.275143,0.243087,0.573885,0.366131,0.293870,0.567121,0.475402,0.376520,0.363555,0.347113,0.356060,0.326769,0.344991,0.420119,0.362562,0.716914,0.461054,0.282114,0.320427,0.485179,0.322397,0.470866,0.279867,0.369279,0.460079,0.283956,0.345776,0.300319,0.366452,0.322261,0.429536,0.287813,0.422331,0.481674,0.659640,0.424798,0.289860,0.335151,0.389102,0.431297,0.382212,0.487302,0.421574,0.242642,0.305480,0.431425,0.365590,0.447287,0.355768,0.480231,0.344177,0.399352,0.482489,0.383432,0.554242,0.273915,0.684019,0.257976,0.417024,0.356026,0.457930,0.569209,0.416698,0.513310,0.376327,0.471228,0.352474,0.382358,0.283013,0.299263,0.306790,0.475586,0.365081,0.538461,0.416731,0.412570,0.454957,0.352151,0.356943,0.415987
631,0.330161,0.386669,0.253554,0.376984,0.515778,0.303590,0.354104,0.312080,0.458695,0.413312,0.330312,0.499602,0.296152,0.182630,0.171734,0.339526,0.478644,0.305692,0.400987,0.433544,0.273871,0.233553,0.576808,0.379040,0.289922,0.593670,0.450104,0.358311,0.379926,0.341901,0.349124,0.341681,0.339682,0.422836,0.363403,0.713699,0.474451,0.283389,0.336538,0.481451,0.311861,0.479845,0.288270,0.347156,0.476612,0.283941,0.331669,0.281878,0.368378,0.346031,0.435656,0.296015,0.389931,0.511234,0.628024,0.428021,0.298425,0.345805,0.395184,0.447063,0.360592,0.506510,0.434611,0.251905,0.321296,0.434276,0.364758,0.444407,0.358348,0.486697,0.314214,0.426026,0.478254,0.379180,0.545596,0.258778,0.665439,0.279492,0.404075,0.351214,0.447801,0.562431,0.384242,0.532795,0.362367,0.489321,0.368594,0.388899,0.297265,0.304848,0.320068,0.435512,0.379012,0.516475,0.395968,0.423040,0.446154,0.356060,0.350853,0.395187
652,0.336949,0.372926,0.253147,0.406766,0.538880,0.309595,0.353520,0.304346,0.467096,0.423982,0.321060,0.512764,0.300979,0.177092,0.168815,0.361037,0.501816,0.292466,0.405147,0.430518,0.238003,0.245001,0.576510,0.380184,0.308264,0.589916,0.436588,0.379179,0.391473,0.328324,0.356403,0.362138,0.335442,0.451011,0.395286,0.717184,0.456185,0.282897,0.348709,0.462783,0.329647,0.499042,0.265480,0.331135,0.435815,0.284307,0.343217,0.296189,0.337626,0.339657,0.430644,0.302786,0.391201,0.503812,0.650134,0.428227,0.314844,0.355476,0.371317,0.431347,0.365758,0.503520,0.442322,0.251697,0.313459,0.442843,0.388065,0.450389,0.332846,0.498327,0.315783,0.411986,0.483825,0.351842,0.548179,0.247375,0.646225,0.297671,0.403743,0.364867,0.456668,0.556734,0.395067,0.518890,0.375643,0.485434,0.358898,0.378247,0.305757,0.263055,0.340850,0.444519,0.398032,0.526246,0.407077,0.404151,0.436951,0.371524,0.352947,0.389694
673,0.344573,0.342130,0.266936,0.389987,0.498095,0.319696,0.351726,0.313222,0.452412,0.441022,0.326161,0.495345,0.291717,0.171153,0.179380,0.371397,0.498229,0.273392,0.425276,0.430634,0.234031,0.248918,0.529220,0.364325,0.303521,0.566682,0.451627,0.333936,0.389774,0.340236,0.389707,0.368828,0.338793,0.414494,0.399438,0.696466,0.476949,0.300375,0.350197,0.407534,0.329941,0.507635,0.261676,0.340190,0.439769,0.282569,0.354950,0.266557,0.336205,0.340839,0.412072,0.280908,0.419360,0.503024,0.671561,0.437058,0.303410,0.348975,0.341766,0.432226,0.367557,0.512757,0.422103,0.252085,0.294955,0.440137,0.404729,0.434371,0.333846,0.534034,0.327782,0.409284,0.453876,0.370024,0.546515,0.237303,0.627169,0.298834,0.392851,0.361496,0.427338,0.572980,0.393499,0.523241,0.385407,0.512867,0.345220,0.373251,0.311961,0.257813,0.348355,0.380010,0.406817,0.537417,0.437908,0.365878,0.425109,0.396979,0.350368,0.407548
694,0.360418,0.344617,0.267535,0.359497,0.480513,0.336402,0.328347,0.331700,0.456240,0.456891,0.320309,0.497584,0.293046,0.162290,0.168262,0.380719,0.495876,0.283595,0.451920,0.392265,0.217454,0.245101,0.539132,0.373392,0.312917,0.552022,0.431772,0.336705,0.383674,0.322903,0.401624,0.352792,0.326249,0.425047,0.413592,0.674373,0.466482,0.306102,0.365075,0.412244,0.334501,0.507868,0.263569,0.348162,0.438962,0.283075,0.359763,0.251229,0.346048,0.349963,0.393265,0.279132,0.399403,0.520558,0.629982,0.449119,0.291540,0.364862,0.355396,0.439262,0.336059,0.533677,0.419599,0.258528,0.316650,0.461604,0.423185,0.428579,0.324869,0.528050,0.347179,0.408111,0.490268,0.379431,0.523000,0.249860,0.595267,0.301412,0.402280,0.362099,0.391932,0.575343,0.337175,0.526577,0.386008,0.492017,0.361112,0.369879,0.318094,0.245388,0.354791,0.387008,0.375361,0.577096,0.482619,0.352338,0.381612,0.415595,0.357747,0.430245
715,0.371405,0.320251,0.271707,0.378638,0.464592,0.324150,0.335159,0.313269,0.427136,0.459989,0.315483,0.513649,0.296094,0.167830,0.161746,0.373078,0.490997,0.272540,0.457864,0.388117,0.211769,0.222791,0.525963,0.350481,0.319697,0.583806,0.379451,0.341140,0.382661,0.308103,0.382053,0.354867,0.328947,0.422872,0.432141,0.693171,0.459525,0.324133,0.366247,0.424870,0.341361,0.510681,0.276658,0.359820,0.459167,0.289909,0.384280,0.250309,0.360466,0.334929,0.365507,0.288758,0.374589,0.551103,0.640880,0.467224,0.304420,0.372320,0.354026,0.454171,0.335555,0.546016,0.402755,0.255214,0.319781,0.458751,0.425464,0.401018,0.312119,0.546876,0.347694,0.411391,0.505561,0.384077,0.559435,0.248949,0.610839,0.309708,0.409253,0.354907,0.411291,0.570816,0.337111,0.533614,0.347457,0.493136,0.345704,0.363284,0.306814,0.261051,0.388414,0.377886,0.381686,0.596048,0.487030,0.367175,0.370296,0.396432,0.359924,0.430897
736,0.404596,0.331250,0.263168,0.376644,0.471815,0.317529,0.330113,0.332556,0.410974,0.459103,0.321989,0.499907,0.307683,0.157471,0.157118,0.365522,0.499974,0.276030,0.470235,0.377786,0.217152,0.235726,0.517960,0.354662,0.308902,0.534193,0.387692,0.350081,0.403071,0.308183,0.403111,0.382032,0.315627,0.444262,0.434826,0.673383,0.444783,0.333015,0.374931,0.428384,0.348625,0.511557,0.265840,0.339977,0.455584,0.286227,0.366957,0.253560,0.374061,0.296990,0.345922,0.293417,0.359287,0.524052,0.668583,0.445696,0.291927,0.328338,0.374089,0.478190,0.339902,0.546107,0.371910,0.246035,0.304231,0.481667,0.448800,0.401821,0.311527,0.534766,0.355506,0.425927,0.493362,0.378894,0.569252,0.236302,0.607868,0.278979,0.392124,0.337303,0.406584,0.566150,0.348659,0.494412,0.332469,0.497914,0.346148,0.370664,0.308391,0.263371,0.370226,0.365251,0.402525,0.604415,0.493709,0.353326,0.384845,0.411647,0.350016,0.451059
757,0.390656,0.331175,0.244746,0.365280,0.465044,0.306723,0.333660,0.336769,0.380083,0.477005,0.304296,0.542951,0.297266,0.154340,0.154500,0.373555,0.496952,0.277911,0.479699,0.374772,0.224063,0.243937,0.557938,0.308620,0.297052,0.522006,0.389055,0.341654,0.388896,0.321013,0.423403,0.387497,0.311647,0.436789,0.441115,0.635012,0.423298,0.326389,0.355189,0.441322,0.340118,0.508114,0.251382,0.317074,0.463312,0.303991,0.361595,0.255766,0.357982,0.298253,0.350898,0.296208,0.364027,0.537814,0.675567,0.448044,0.284916,0.345739,0.354703,0.464468,0.346222,0.585130,0.369298,0.231984,0.324800,0.503767,0.451891,0.411263,0.317924,0.536022,0.346217,0.438562,0.436584,0.369584,0.568545,0.227963,0.587410,0.280732,0.423643,0.325286,0.402129,0.576486,0.380349,0.511971,0.347125,0.472190,0.352931,0.382067,0.286007,0.259256,0.376141,0.378644,0.425451,0.593077,0.470507,0.358280,0.390293,0.425028,0.330875,0.452408
778,0.397102,0.343393,0.237487,0.380123,0.467353,0.316748,0.325547,0.331818,0.380719,0.483517,0.327424,0.559448,0.288830,0.148686,0.155864,0.373520,0.482945,0.281202,0.482031,0.371439,0.208446,0.265498,0.580341,0.312967,0.297943,0.529409,0.367937,0.340382,0.399838,0.328813,0.426092,0.359571,0.313691,0.459704,0.448600,0.639464,0.409014,0.317570,0.349027,0.447010,0.376283,0.463631,0.240201,0.325864,0.487278,0.284323,0.350512,0.255338,0.343801,0.300089,0.320616,0.296261,0.350460,0.476933,0.647883,0.432782,0.281470,0.339993,0.378125,0.482499,0.345381,0.626382,0.382248,0.239877,0.316267,0.489794,0.433814,0.402359,0.279610,0.528464,0.356337,0.439945,0.463054,0.377945,0.559117,0.225264,0.617989,0.302182,0.453306,0.326789,0.402822,0.582825,0.388319,0.515337,0.358279,0.468927,0.347460,0.387395,0.299273,0.273767,0.384853,0.361242,0.403462,0.578895,0.466263,0.346113,0.392523,0.433625,0.336984,0.443121
799,0.371827,0.336384,0.240202,0.362286,0.396228,0.319373,0.324905,0.336716,0.365127,0.461713,0.323471,0.580646,0.280039,0.140814,0.155782,0.367920,0.461636,0.268924,0.497305,0.415947,0.184992,0.273240,0.601054,0.307994,0.286207,0.487568,0.369091,0.341003,0.394793,0.326049,0.415745,0.360064,0.325482,0.466808,0.447685,0.596415,0.434851,0.299069,0.335298,0.471919,0.380309,0.506786,0.250789,0.326580,0.464758,0.297496,0.350070,0.231045,0.355551,0.307253,0.318441,0.305893,0.345996,0.480176,0.665832,0.434306,0.279979,0.330373,0.390053,0.479177,0.368148,0.634676,0.390607,0.221143,0.318340,0.506364,0.422576,0.405177,0.297916,0.515200,0.329951,0.419719,0.464752,0.384977,0.523171,0.225807,0.567868,0.285640,0.463873,0.318855,0.399359,0.601887,0.400533,0.535129,0.340246,0.430597,0.354703,0.382525,0.290315,0.284746,0.363886,0.394513,0.420661,0.609767,0.481740,0.343748,0.402764,0.402752,0.344540,0.457302
820,0.373539,0.340014,0.237990,0.372792,0.376571,0.338176,0.341043,0.335974,0.368833,0.482889,0.304967,0.577765,0.278290,0.130861,0.154797,0.370382,0.485434,0.270378,0.492920,0.418159,0.184188,0.273508,0.570183,0.323091,0.282064,0.492535,0.367795,0.334910,0.414708,0.354961,0.431616,0.363174,0.309337,0.459165,0.444408,0.616896,0.438156,0.277895,0.337731,0.459639,0.372817,0.496295,0.240355,0.305039,0.451202,0.292675,0.349538,0.233206,0.370929,0.317339,0.328297,0.318086,0.337628,0.475613,0.683127,0.436689,0.275877,0.339676,0.400468,0.472280,0.372268,0.631439,0.390854,0.223369,0.316861,0.509128,0.407726,0.418336,0.301630,0.514458,0.330610,0.382498,0.446058,0.380622,0.512666,0.212406,0.563213,0.286808,0.457954,0.301147,0.407439,0.645630,0.419517,0.458210,0.321315,0.441245,0.352105,0.361611,0.286245,0.277475,0.362618,0.402154,0.416010,0.631064,0.471523,0.358093,0.379262,0.428353,0.336159,0.468360
841,0.388155,0.366254,0.203048,0.387851,0.381842,0.368568,0.364996,0.323606,0.374744,0.454017,0.306761,0.584293,0.275252,0.129444,0.157400,0.357643,0.522255,0.280013,0.497247,0.406328,0.182364,0.256230,0.527170,0.320126,0.292579,0.467617,0.369969,0.353398,0.403659,0.339723,0.446555,0.357400,0.324284,0.456639,0.423714,0.623432,0.461142,0.282091,0.329820,0.431936,0.348115,0.497361,0.253266,0.311569,0.457655,0.301454,0.369003,0.231455,0.364737,0.316701,0.330017,0.304588,0.336264,0.465516,0.688750,0.443825,0.279469,0.361860,0.399605,0.471131,0.356232,0.631364,0.378645,0.230822,0.315019,0.516402,0.397651,0.423011,0.297073,0.510290,0.338619,0.388717,0.421065,0.366663,0.534053,0.207897,0.554962,0.302282,0.442366,0.284248,0.407787,0.661474,0.425852,0.492851,0.336353,0.436641,0.367073,0.379485,0.296649,0.293177,0.366268,0.392698,0.434256,0.632520,0.467654,0.328627,0.381205,0.418501,0.331257,0.466238
862,0.396591,0.348076,0.209197,0.390689,0.380418,0.377690,0.369126,0.328032,0.369950,0.462299,0.303660,0.556160,0.278855,0.123473,0.161035,0.365740,0.501525,0.267692,0.452809,0.417999,0.175634,0.261198,0.508343,0.342683,0.285268,0.465995,0.353860,0.335260,0.387601,0.332739,0.434492,0.376383,0.311242,0.426747,0.395075,0.643757,0.428046,0.270295,0.318988,0.426654,0.333927,0.508236,0.234871,0.305300,0.450856,0.317101,0.345886,0.245936,0.367185,0.309748,0.330378,0.277252,0.322678,0.481071,0.660548,0.428426,0.269272,0.373079,0.375055,0.473834,0.359534,0.644154,0.380069,0.222389,0.338330,0.533621,0.409476,0.413854,0.308381,0.482352,0.347329,0.390148,0.412428,0.373473,0.547467,0.212625,0.567239,0.276818,0.437510,0.304778,0.395348,0.668920,0.406063,0.491232,0.342733,0.456002,0.352625,0.386179,0.300286,0.297539,0.355727,0.405134,0.429981,0.586044,0.487690,0.325611,0.349389,0.438524,0.330592,0.488849
883,0.408213,0.357394,0.199434,0.394138,0.371443,0.376472,0.353566,0.341859,0.381504,0.425493,0.295991,0.573150,0.290262,0.116451,0.162934,0.375584,0.497182,0.271533,0.439736,0.430398,0.167053,0.253912,0.500595,0.345972,0.262394,0.487188,0.347669,0.336011,0.407632,0.331078,0.415230,0.387067,0.322809,0.401523,0.410377,0.640212,0.419865,0.271622,0.305804,0.437329,0.307967,0.480969,0.221343,0.281579,0.428180,0.300902,0.345186,0.243309,0.346947,0.310460,0.335454,0.290217,0.338378,0.505573,0.702444,0.433915,0.273834,0.391246,0.378120,0.460236,0.368296,0.638430,0.385271,0.208524,0.357097,0.552810,0.399793,0.376686,0.319864,0.449684,0.341624,0.360927,0.358689,0.379772,0.536622,0.207887,0.582663,0.276544,0.393367,0.296892,0.351942,0.642829,0.408695,0.484894,0.334310,0.411667,0.365611,0.387560,0.301321,0.301013,0.382381,0.421596,0.407944,0.551726,0.443755,0.304879,0.334892,0.429471,0.320273,0.454998
904,0.429278,0.323636,0.202129,0.425869,0.362260,0.366437,0.349600,0.338538,0.411760,0.402691,0.295754,0.604219,0.304836,0.124534,0.166843,0.362983,0.474689,0.275622,0.419730,0.436566,0.175730,0.264323,0.503983,0.359862,0.258988,0.473326,0.322340,0.353152,0.379115,0.314395,0.388304,0.382689,0.324148,0.372584,0.413558,0.680440,0.407974,0.264685,0.298753,0.437892,0.298312,0.505543,0.214106,0.271097,0.387762,0.324196,0.353247,0.232792,0.305617,0.280482,0.340204,0.274453,0.350226,0.496018,0.649383,0.418249,0.274437,0.396337,0.356938,0.459934,0.369948,0.668184,0.357326,0.211250,0.332834,0.571817,0.373633,0.389650,0.316503,0.435367,0.307714,0.390618,0.377499,0.370670,0.513571,0.214774,0.594711,0.270062,0.409804,0.305123,0.345907,0.595820,0.407709,0.467651,0.335042,0.381879,0.347038,0.406424,0.302947,0.270258,0.386546,0.405713,0.381718,0.579817,0.433020,0.319699,0.324844,0.401440,0.300837,0.464794
925,0.438222,0.318816,0.216504,0.449698,0.356080,0.370349,0.320981,0.343392,0.376226,0.405494,0.298172,0.635890,0.308493,0.120245,0.164730,0.374726,0.503604,0.289053,0.432252,0.434808,0.173368,0.269157,0.536890,0.368273,0.240244,0.466991,0.322232,0.371888,0.365590,0.312121,0.382329,0.386550,0.284238,0.374101,0.399922,0.681555,0.406541,0.260326,0.278601,0.404351,0.307156,0.478246,0.214608,0.276675,0.374486,0.328112,0.338394,0.234167,0.302211,0.239455,0.346045,0.273790,0.367415,0.483137,0.635631,0.396387,0.265518,0.398043,0.370453,0.490503,0.359590,0.705499,0.371751,0.211954,0.341938,0.536573,0.374310,0.391635,0.319309,0.445740,0.297347,0.371675,0.366346,0.377788,0.520952,0.213700,0.644046,0.273748,0.410330,0.325091,0.350024,0.597005,0.433793,0.475298,0.320199,0.382524,0.332781,0.431935,0.322276,0.258083,0.362368,0.418513,0.358521,0.584639,0.425947,0.321184,0.320355,0.406010,0.279297,0.399586
946,0.434456,0.302282,0.219489,0.449777,0.360459,0.391225,0.344889,0.343027,0.377721,0.415878,0.284181,0.673747,0.293137,0.123952,0.163367,0.389851,0.510399,0.302462,0.422010,0.439461,0.171355,0.267761,0.558711,0.371659,0.246416,0.465481,0.293268,0.357379,0.381540,0.316840,0.391184,0.393192,0.260322,0.355614,0.409590,0.656275,0.406504,0.249097,0.271504,0.420583,0.314966,0.480296,0.209992,0.279090,0.379466,0.329314,0.353179,0.226642,0.300361,0.242604,0.368667,0.279731,0.371278,0.494967,0.667291,0.426188,0.248111,0.377285,0.370502,0.503639,0.351723,0.730227,0.382300,0.210904,0.344038,0.565216,0.346047,0.418446,0.300042,0.445286,0.292391,0.348817,0.342389,0.395223,0.509251,0.211777,0.672639,0.276221,0.409680,0.321539,0.340709,0.633556,0.449003,0.462152,0.302249,0.418839,0.332717,0.394933,0.319996,0.259706,0.372615,0.430507,0.369168,0.591531,0.419055,0.278816,0.343358,0.394000,0.279309,0.416182
967,0.413072,0.277103,0.209250,0.464048,0.360580,0.389825,0.365338,0.348754,0.407907,0.424924,0.290985,0.631464,0.261897,0.124188,0.156972,0.369553,0.528490,0.271488,0.405407,0.470172,0.169687,0.264862,0.487192,0.346571,0.260006,0.482458,0.305631,0.381667,0.329326,0.319621,0.388512,0.397346,0.274515,0.359420,0.380369,0.645046,0.393606,0.253642,0.242583,0.419999,0.315159,0.446976,0.212591,0.266408,0.375100,0.341960,0.350238,0.220070,0.309088,0.242639,0.357785,0.254735,0.370458,0.460537,0.693126,0.419403,0.251557,0.368264,0.387777,0.490554,0.348375,0.766246,0.386086,0.222007,0.353089,0.538851,0.375239,0.421766,0.309342,0.459874,0.308469,0.330940,0.338259,0.391928,0.482626,0.223301,0.698439,0.259802,0.401174,0.306972,0.346691,0.668193,0.430111,0.440025,0.305509,0.415872,0.329143,0.434124,0.305163,0.263767,0.375894,0.425817,0.393001,0.570358,0.409522,0.248694,0.330025,0.379775,0.264608,0.438998
988,0.412091,0.246770,0.206383,0.449813,0.355633,0.400430,0.351325,0.357394,0.408196,0.437866,0.288547,0.618309,0.264548,0.125939,0.157257,0.349727,0.536943,0.279952,0.405863,0.478555,0.175555,0.277403,0.464605,0.346924,0.260663,0.487066,0.295240,0.387803,0.347907,0.328934,0.390904,0.411019,0.281611,0.357731,0.363737,0.649948,0.421374,0.239981,0.251872,0.454695,0.304331,0.449937,0.195733,0.252402,0.380436,0.353006,0.351174,0.223857,0.308723,0.244446,0.366742,0.272527,0.365104,0.436409,0.733412,0.446462,0.252554,0.385861,0.418984,0.519399,0.384040,0.772050,0.405259,0.219882,0.353274,0.497997,0.388830,0.435813,0.295278,0.466554,0.296477,0.325530,0.351510,0.397543,0.477728,0.234716,0.722304,0.276469,0.390146,0.298678,0.344337,0.673967,0.446020,0.466343,0.284095,0.408983,0.349066,0.419866,0.282494,0.273983,0.361162,0.391879,0.397601,0.583464,0.418554,0.241874,0.335853,0.384362,0.277824,0.423161
1009,0.424660,0.233638,0.214352,0.435431,0.366329,0.403311,0.350942,0.356391,0.405450,0.413018,0.310904,0.617958,0.257515,0.127825,0.170095,0.371966,0.557361,0.306187,0.435269,0.484851,0.176657,0.285831,0.482237,0.358089,0.240181,0.507818,0.298317,0.400862,0.335185,0.316593,0.387744,0.405338,0.282869,0.377118,0.335856,0.648786,0.400406,0.242103,0.266239,0.435875,0.308709,0.427723,0.203243,0.236903,0.363888,0.351023,0.360417,0.220374,0.307673,0.215282,0.358193,0.265296,0.349450,0.431959,0.756982,0.453727,0.264823,0.392886,0.414410,0.527710,0.399492,0.822489,0.397844,0.217539,0.348305,0.473486,0.362194,0.437035,0.302724,0.489396,0.316469,0.312855,0.350307,0.393280,0.503856,0.226323,0.704986,0.290891,0.403966,0.278201,0.325110,0.623095,0.441070,0.445441,0.298088,0.380106,0.362650,0.430929,0.289268,0.269762,0.374892,0.383724,0.404437,0.565767,0.429601,0.253391,0.345153,0.379610,0.262889,0.428340
1030,0.437114,0.243980,0.212996,0.441734,0.367016,0.407521,0.349475,0.361540,0.397578,0.398388,0.309682,0.610615,0.274957,0.135724,0.152391,0.378271,0.538510,0.316757,0.446265,0.448872,0.176507,0.296571,0.503905,0.346665,0.219815,0.513635,0.318772,0.404676,0.331327,0.321679,0.395974,0.371718,0.267114,0.361208,0.330316,0.655191,0.424386,0.231752,0.247447,0.437804,0.293577,0.440815,0.203588,0.237192,0.385437,0.360660,0.331603,0.234770,0.320530,0.224341,0.376602,0.287771,0.298824,0.422711,0.759420,0.408925,0.239490,0.380367,0.424055,0.511141,0.406157,0.809563,0.378476,0.218157,0.372039,0.446535,0.385593,0.427534,0.305578,0.482816,0.319018,0.284525,0.360677,0.376615,0.474595,0.219707,0.694406,0.282293,0.365269,0.286850,0.334573,0.597897,0.400178,0.457326,0.307563,0.376439,0.360640,0.436697,0.297090,0.283852,0.375815,0.362031,0.423934,0.550321,0.439997,0.250482,0.340038,0.388864,0.247048,0.423587
1051,0.405705,0.256019,0.194674,0.444547,0.354245,0.419640,0.317738,0.350565,0.411956,0.385306,0.323923,0.613825,0.285065,0.128401,0.147304,0.386056,0.519898,0.299543,0.437397,0.445735,0.168736,0.301246,0.508591,0.321824,0.213305,0.477971,0.303532,0.415808,0.315407,0.336282,0.398639,0.369408,0.269216,0.381743,0.289141,0.667769,0.451635,0.226219,0.247481,0.439470,0.308589,0.388804,0.205026,0.224319,0.372456,0.342567,0.350710,0.237566,0.298291,0.224172,0.381253,0.305752,0.312636,0.393932,0.795887,0.346207,0.243490,0.387566,0.392714,0.520687,0.398513,0.848251,0.385468,0.211221,0.330774,0.444739,0.362570,0.405957,0.307413,0.533357,0.314182,0.299535,0.351002,0.376888,0.437080,0.215829,0.664860,0.284486,0.346030,0.286138,0.364329,0.601675,0.379395,0.471893,0.307968,0.396568,0.352682,0.442567,0.282689,0.281760,0.393734,0.358289,0.422446,0.521823,0.444898,0.241424,0.335105,0.366029,0.252589,0.403539
