Date,regime,gross_ret,trading_costs,mgmt_fee,borrow_costs,net_ret,equity,bench_net_ret,bench_equity
2013-07-03,bull,-0.00010411,-0.00001616,-0.00000000,-0.00000328,-0.00012355,0.64442548,0.00043059,1.52431828
2013-07-05,bull,0.01142525,-0.00001262,-0.00000000,-0.00000324,0.01140940,0.65177799,0.01078514,1.54075827
2013-07-08,bull,0.00436842,-0.00001854,-0.00000000,-0.00000341,0.00434647,0.65461092,0.00570136,1.54954269
2013-07-09,bull,0.00680774,-0.00001503,-0.00000000,-0.00000355,0.00678916,0.65905518,0.00719398,1.56069008
2013-07-10,bull,-0.00367723,-0.00001206,-0.00000000,-0.00000367,-0.00369296,0.65662132,0.00035999,1.56125191
2013-07-11,bull,0.01082525,-0.00001365,-0.00000000,-0.00000366,0.01080794,0.66371804,0.01361654,1.58251076
2013-07-12,bull,0.00808292,-0.00001825,-0.00000000,-0.00000379,0.00806088,0.66906819,0.00041477,1.58316714
2013-07-15,bull,0.00351901,-0.00002146,-0.00000000,-0.00000401,0.00349354,0.67140561,0.00381690,1.58920993
2013-07-16,bull,-0.00919372,-0.00001361,-0.00000000,-0.00000389,-0.00921121,0.66522115,-0.00375018,1.58325010
2013-07-17,bull,0.00353542,-0.00001883,-0.00000000,-0.00000409,0.00351250,0.66755774,0.00256326,1.58730838
2013-07-18,bull,0.00998617,-0.00002681,-0.00000000,-0.00000407,0.00995528,0.67420347,0.00547384,1.59599704
2013-07-19,bull,-0.00056707,-0.00002819,-0.00000000,-0.00000425,-0.00059951,0.67379928,0.00177354,1.59882761
2013-07-22,bull,0.00551015,-0.00002692,-0.00000000,-0.00000447,0.00547876,0.67749086,0.00194683,1.60194025
2013-07-23,bull,-0.00665295,-0.00000930,-0.00000000,-0.00000446,-0.00666671,0.67297422,-0.00212738,1.59853231
2013-07-24,bull,-0.00237732,-0.00001923,-0.00000000,-0.00000463,-0.00240118,0.67135829,-0.00366917,1.59266702
2013-07-25,bull,0.00845229,-0.00004141,-0.00000000,-0.00000460,0.00840629,0.67700192,0.00242920,1.59653593
2013-07-26,bull,0.00104824,-0.00004052,-0.00000000,-0.00000484,0.00100288,0.67768087,0.00106191,1.59823132
2013-07-29,bull,-0.00881419,-0.00002300,-0.00000000,-0.00000477,-0.00884197,0.67168884,-0.00307788,1.59331214
2013-07-30,bull,0.00547286,-0.00002818,-0.00000000,-0.00000499,0.00543969,0.67534262,-0.00000357,1.59330645
2013-07-31,bull,0.00599769,-0.00002592,-0.00000000,-0.00000522,0.00596655,0.67937208,0.00070785,1.59443428
2013-08-01,neutral,0.01947413,-0.00005612,-0.00000000,-0.00000472,0.01941330,0.69256093,0.01155458,1.61285730
2013-08-02,bull,0.00174830,-0.00003382,-0.00000000,-0.00000499,0.00170950,0.69374486,0.00169623,1.61559308
2013-08-05,bull,0.00129185,-0.00003065,-0.00000000,-0.00000527,0.00125593,0.69461616,-0.00146633,1.61322409
2013-08-06,bull,-0.01098356,-0.00002884,-0.00000000,-0.00000501,-0.01101741,0.68696328,-0.00568589,1.60405146
2013-08-07,bull,-0.00857130,-0.00000878,-0.00000000,-0.00000498,-0.00858507,0.68106566,-0.00324451,1.59884711
2013-08-08,bull,0.01694365,-0.00004641,-0.00000000,-0.00000457,0.01689267,0.69257067,0.00366150,1.60470128
2013-08-09,bull,-0.00033825,-0.00003055,-0.00000000,-0.00000481,-0.00037360,0.69231193,-0.00288950,1.60006450
2013-08-12,bull,-0.00332445,-0.00002289,-0.00000000,-0.00000499,-0.00335233,0.68999107,-0.00118494,1.59816853
2013-08-13,bull,0.00416947,-0.00002678,-0.00000000,-0.00000524,0.00413745,0.69284587,0.00295300,1.60288792
2013-08-14,bull,-0.00595042,-0.00001168,-0.00000000,-0.00000534,-0.00596744,0.68871135,-0.00513233,1.59466137
2013-08-15,bull,-0.02191205,-0.00008931,-0.00000000,-0.00000439,-0.02200575,0.67355574,-0.01398993,1.57235216
2013-08-16,bull,0.00475679,-0.00002338,-0.00000000,-0.00000456,0.00472885,0.67674089,-0.00330920,1.56714894
2013-08-19,bull,-0.00671400,-0.00001821,-0.00000000,-0.00000470,-0.00673691,0.67218174,-0.00639547,1.55712628
2013-08-20,bull,0.01383029,-0.00002471,-0.00000000,-0.00000445,0.01380113,0.68145861,0.00491205,1.56477497
2013-08-21,bull,-0.00368402,-0.00001884,-0.00000000,-0.00000466,-0.00370752,0.67893209,-0.00616337,1.55513068
2013-08-22,bull,0.01449786,-0.00003445,-0.00000000,-0.00000434,0.01445906,0.68874881,0.00911138,1.56930007
2013-08-23,bull,0.00020681,-0.00002826,-0.00000000,-0.00000458,0.00017398,0.68886863,0.00336826,1.57458589
2013-08-26,bull,0.00174593,-0.00002691,-0.00000000,-0.00000484,0.00171418,0.69004947,-0.00372450,1.56872134
2013-08-27,bull,-0.02825653,-0.00010122,-0.00000000,-0.00000362,-0.02836137,0.67047873,-0.01608759,1.54348440
2013-08-28,bull,0.00384277,-0.00001424,-0.00000000,-0.00000377,0.00382476,0.67304315,0.00354745,1.54895983
2013-08-29,bull,0.00934350,-0.00011222,-0.00000000,-0.00000427,0.00922701,0.67925332,0.00158264,1.55141127
2013-08-30,bull,-0.00697639,-0.00007653,-0.00000000,-0.00000500,-0.00705792,0.67445921,-0.00317074,1.54649216
2013-09-03,bull,0.00915515,-0.00005579,-0.00000000,-0.00000546,0.00909390,0.68059267,0.00451767,1.55347869
2013-09-04,neutral,0.00294301,-0.00003993,-0.00000000,-0.00000605,0.00289703,0.68256437,0.00826963,1.56632539
2013-09-05,bull,0.00404010,-0.00009979,-0.00000000,-0.00000551,0.00393480,0.68525012,0.00126346,1.56830438
2013-09-06,bull,-0.00325760,-0.00007642,-0.00000000,-0.00000517,-0.00333918,0.68296194,0.00047838,1.56905462
2013-09-09,bull,0.00773311,-0.00005630,-0.00000000,-0.00000490,0.00767191,0.68820157,0.00957238,1.58407421
2013-09-10,bull,0.01396529,-0.00002966,-0.00000000,-0.00000452,0.01393111,0.69778898,0.00739356,1.59578615
2013-09-11,bull,0.00239498,-0.00003839,-0.00000000,-0.00000462,0.00235196,0.69943015,0.00313507,1.60078905
2013-09-12,bull,-0.00101911,-0.00004696,-0.00000000,-0.00000471,-0.00107078,0.69868122,-0.00265979,1.59653130
2013-09-13,bull,0.00254487,-0.00004117,-0.00000000,-0.00000496,0.00249874,0.70042704,0.00224578,1.60011676
2013-09-16,bull,0.00685193,-0.00003258,-0.00000000,-0.00000517,0.00681418,0.70519987,0.00578408,1.60937196
2013-09-17,bull,0.00840751,-0.00002650,-0.00000000,-0.00000536,0.00837565,0.71110638,0.00445877,1.61654777
2013-09-18,bull,0.00225411,-0.00002939,-0.00000000,-0.00000565,0.00221907,0.71268437,0.01157027,1.63525167
2013-09-19,bull,-0.00002950,-0.00004497,-0.00000000,-0.00000571,-0.00008018,0.71262723,-0.00167936,1.63250550
2013-09-20,bull,-0.00693198,-0.00002135,-0.00000000,-0.00000570,-0.00695903,0.70766804,-0.00699498,1.62108615
2013-09-23,bull,-0.00463003,-0.00002401,-0.00000000,-0.00000588,-0.00465992,0.70437036,-0.00463096,1.61357897
2013-09-24,bull,0.01092691,-0.00001328,-0.00000000,-0.00000596,0.01090767,0.71205340,-0.00235794,1.60977424
2013-09-25,bull,-0.00017674,-0.00002944,-0.00000000,-0.00000626,-0.00021245,0.71190213,-0.00289344,1.60511645
2013-09-26,bull,0.01330235,-0.00002571,-0.00000000,-0.00000610,0.01327054,0.72134945,0.00384173,1.61128288
2013-09-27,bull,-0.00483782,-0.00002228,-0.00000000,-0.00000621,-0.00486631,0.71783914,-0.00460022,1.60387063
2013-09-30,bull,0.00196132,-0.00003717,-0.00000000,-0.00000657,0.00191758,0.71921566,-0.00533218,1.59531851
2013-10-01,neutral,0.02391206,-0.00007589,-0.00000000,-0.00000568,0.02383049,0.73635492,0.00791255,1.60794154
2013-10-02,bull,-0.00311088,-0.00001499,-0.00000000,-0.00000583,-0.00313170,0.73404887,-0.00094818,1.60641692
2013-10-03,bull,-0.01155550,-0.00004815,-0.00000000,-0.00000538,-0.01160902,0.72552728,-0.00922491,1.59159786
2013-10-04,bull,0.01633947,-0.00003454,-0.00000000,-0.00000511,0.01629982,0.73735324,0.00757365,1.60365206
2013-10-07,bull,-0.01270503,-0.00003622,-0.00000000,-0.00000476,-0.01274601,0.72795493,-0.00864836,1.58978310
2013-10-08,bull,-0.02389931,-0.00007816,-0.00000000,-0.00000382,-0.02398129,0.71049763,-0.01165020,1.57126182
2013-10-09,bull,-0.00314136,-0.00001854,-0.00000000,-0.00000401,-0.00316392,0.70824967,0.00072133,1.57239521
2013-10-10,bull,0.02532113,-0.00008543,-0.00000000,-0.00000310,0.02523260,0.72612066,0.02155492,1.60628807
2013-10-11,bull,0.00525687,-0.00002239,-0.00000000,-0.00000324,0.00523124,0.72991917,0.00643931,1.61663146
2013-10-14,bull,0.00747368,-0.00001728,-0.00000000,-0.00000336,0.00745304,0.73535929,0.00399040,1.62308247
2013-10-15,bull,-0.00508339,-0.00001217,-0.00000000,-0.00000344,-0.00509900,0.73160970,-0.00725745,1.61130303
2013-10-16,bull,0.01326015,-0.00000911,-0.00000000,-0.00000337,0.01324767,0.74130182,0.01396214,1.63380027
2013-10-17,bull,0.00373265,-0.00003148,-0.00000000,-0.00000347,0.00369771,0.74404293,0.00667946,1.64471317
2013-10-18,bull,0.00660352,-0.00002575,-0.00000000,-0.00000363,0.00657414,0.74893438,0.00675068,1.65581610
2013-10-21,bull,-0.00031817,-0.00002282,-0.00000000,-0.00000381,-0.00034480,0.74867614,0.00005421,1.65590585
2013-10-22,bull,-0.00119120,-0.00001995,-0.00000000,-0.00000397,-0.00121513,0.74776641,0.00578756,1.66548950
2013-10-23,bull,-0.01005684,-0.00001462,-0.00000000,-0.00000384,-0.01007529,0.74023244,-0.00479231,1.65750796
2013-10-24,bull,0.00923503,-0.00002412,-0.00000000,-0.00000386,0.00920705,0.74704779,0.00331900,1.66300924
2013-10-25,bull,0.00460016,-0.00002803,-0.00000000,-0.00000408,0.00456805,0.75046035,0.00456377,1.67059883
2013-10-28,bull,-0.00606832,-0.00001274,-0.00000000,-0.00000414,-0.00608520,0.74589365,0.00158827,1.67325219
2013-10-29,bull,0.00606632,-0.00002076,-0.00000000,-0.00000434,0.00604123,0.75039976,0.00532985,1.68217038
2013-10-30,bull,-0.00531546,-0.00001150,-0.00000000,-0.00000443,-0.00533139,0.74639908,-0.00497064,1.67380891
2013-10-31,bull,0.00092795,-0.00003844,-0.00000000,-0.00000454,0.00088497,0.74705963,-0.00283967,1.66905584
2013-11-01,neutral,0.00489255,-0.00003224,-0.00000000,-0.00000477,0.00485554,0.75068701,0.00238589,1.67303802
2013-11-04,bull,0.01177967,-0.00001261,-0.00000000,-0.00000480,0.01176226,0.75951679,0.00351511,1.67891893
2013-11-05,bull,0.00351292,-0.00002824,-0.00000000,-0.00000507,0.00347960,0.76215960,-0.00317057,1.67359580
2013-11-06,bull,-0.01631419,-0.00004996,-0.00000000,-0.00000448,-0.01636864,0.74968409,0.00510191,1.68213433
2013-11-07,bull,-0.02010402,-0.00006502,-0.00000000,-0.00000377,-0.02017280,0.73456086,-0.01264662,1.66086102
2013-11-08,bull,0.01769333,-0.00003944,-0.00000000,-0.00000340,0.01765049,0.74752622,0.01348743,1.68326176
2013-11-11,bull,0.00420509,-0.00001902,-0.00000000,-0.00000359,0.00418248,0.75065274,0.00016545,1.68354026
2013-11-12,bull,-0.00062896,-0.00001920,-0.00000000,-0.00000379,-0.00065196,0.75016335,-0.00203369,1.68011646
2013-11-13,bull,0.01127538,-0.00000441,-0.00000000,-0.00000380,0.01126717,0.75861557,0.00802114,1.69359290
2013-11-14,bull,0.00148169,-0.00002691,-0.00000000,-0.00000395,0.00145083,0.75971619,0.00498534,1.70203604
2013-11-15,bull,0.00094965,-0.00002469,-0.00000000,-0.00000416,0.00092080,0.76041574,0.00434786,1.70943625
2013-11-18,bull,-0.01046491,-0.00001509,-0.00000000,-0.00000406,-0.01048406,0.75244349,-0.00350296,1.70344817
2013-11-19,bull,-0.00731717,-0.00000888,-0.00000000,-0.00000413,-0.00733018,0.74692795,-0.00217684,1.69974003
2013-11-20,bull,0.00244994,-0.00001932,-0.00000000,-0.00000434,0.00242628,0.74874021,-0.00313155,1.69441722
2013-11-21,bull,0.01704297,-0.00003954,-0.00000000,-0.00000394,0.01699950,0.76146842,0.00806510,1.70808287
2013-11-22,bull,0.00896960,-0.00001542,-0.00000000,-0.00000404,0.00895014,0.76828366,0.00499871,1.71662109
2013-11-25,bull,-0.00192951,-0.00001893,-0.00000000,-0.00000421,-0.00195265,0.76678347,-0.00099899,1.71490621
2013-11-26,bull,0.00657843,-0.00001810,-0.00000000,-0.00000439,0.00655594,0.77181046,0.00027306,1.71537448
2013-11-27,bull,0.00620250,-0.00001901,-0.00000000,-0.00000460,0.00617889,0.77657939,0.00243161,1.71954560
2013-11-29,bull,0.00008498,-0.00002773,-0.00000000,-0.00000477,0.00005248,0.77662015,-0.00066577,1.71840078
2013-12-02,bull,-0.00032930,-0.00002539,-0.00000000,-0.00000500,-0.00035969,0.77634080,-0.00260073,1.71393168
2013-12-03,neutral,-0.00773663,-0.00000937,-0.00000000,-0.00000498,-0.00775097,0.77032340,-0.00432411,1.70652046
2013-12-04,bull,-0.00442010,-0.00001603,-0.00000000,-0.00000514,-0.00444127,0.76690219,-0.00011454,1.70632500
2013-12-05,bull,-0.00647227,-0.00002281,-0.00000000,-0.00000516,-0.00650024,0.76191715,-0.00439919,1.69881855
2013-12-06,bull,0.00936397,-0.00001457,-0.00000000,-0.00000521,0.00934419,0.76903664,0.01117346,1.71780023
2013-12-09,bull,0.00076232,-0.00002926,-0.00000000,-0.00000549,0.00072757,0.76959617,0.00253866,1.72216114
2013-12-10,bull,0.00138115,-0.00002863,-0.00000000,-0.00000579,0.00134673,0.77063261,-0.00358677,1.71598415
2013-12-11,bull,-0.01980630,-0.00006782,-0.00000000,-0.00000497,-0.01987909,0.75531313,-0.01123467,1.69670563
2013-12-12,bull,0.00552621,-0.00002666,-0.00000000,-0.00000506,0.00549449,0.75946320,-0.00330495,1.69109810
2013-12-13,bull,0.01127335,-0.00001643,-0.00000000,-0.00000499,0.01125193,0.76800862,-0.00011565,1.69090252
2013-12-16,bull,0.00694627,-0.00002029,-0.00000000,-0.00000517,0.00692081,0.77332386,0.00622865,1.70143455
2013-12-17,bull,0.00079468,-0.00002667,-0.00000000,-0.00000545,0.00076256,0.77391357,-0.00318424,1.69601678
2013-12-18,bull,0.01472739,-0.00001810,-0.00000000,-0.00000527,0.01470401,0.78529320,0.01706878,1.72496572
2013-12-19,bull,-0.00563155,-0.00002689,-0.00000000,-0.00000518,-0.00566361,0.78084560,-0.00115913,1.72296626
2013-12-20,bull,0.01497341,-0.00003080,-0.00000000,-0.00000501,0.01493760,0.79250957,0.00581322,1.73298223
2013-12-23,bull,0.00490785,-0.00003058,-0.00000000,-0.00000528,0.00487199,0.79637066,0.00533923,1.74223503
2013-12-24,bull,0.00274142,-0.00002970,-0.00000000,-0.00000557,0.00270615,0.79852576,0.00218767,1.74604646
2013-12-26,bull,0.00755615,-0.00002508,-0.00000000,-0.00000582,0.00752525,0.80453487,0.00508049,1.75491724
2013-12-27,bull,-0.00895644,-0.00001971,-0.00000000,-0.00000563,-0.00898177,0.79730872,-0.00005808,1.75481532
2013-12-30,bull,-0.00101411,-0.00002273,-0.00000000,-0.00000592,-0.00104276,0.79647732,-0.00016649,1.75452316
2013-12-31,bull,0.01093468,-0.00000796,-0.00000000,-0.00000604,0.01092067,0.80517539,0.00472948,1.76282114
2014-01-02,neutral,-0.01044295,-0.00002237,-0.00000000,-0.00000580,-0.01047112,0.79674430,-0.00958766,1.74591981
2014-01-03,bull,0.00601811,-0.00002071,-0.00000000,-0.00000607,0.00599133,0.80151786,-0.00016732,1.74562768
2014-01-06,bull,-0.00415701,-0.00001372,-0.00000000,-0.00000625,-0.00417698,0.79816993,-0.00290162,1.74056254
2014-01-07,bull,0.01417465,-0.00001389,-0.00000000,-0.00000608,0.01415468,0.80946777,0.00613807,1.75124624
2014-01-08,bull,0.01627736,-0.00001933,-0.00000000,-0.00000585,0.01625218,0.82262339,0.00021430,1.75162152
2014-01-09,bull,0.00285001,-0.00004704,-0.00000000,-0.00000596,0.00279701,0.82492427,0.00065060,1.75276113
2014-01-10,bull,0.00872844,-0.00003699,-0.00000000,-0.00000621,0.00868524,0.83208893,0.00271902,1.75752693
2014-01-13,bull,-0.02531047,-0.00013193,-0.00000000,-0.00000460,-0.02544700,0.81091476,-0.01330869,1.73413655
2014-01-14,bull,0.02280449,-0.00005511,-0.00000000,-0.00000394,0.02274545,0.82935938,0.01089389,1.75302805
2014-01-15,bull,0.00213683,-0.00002048,-0.00000000,-0.00000414,0.00211220,0.83111116,0.00538658,1.76247087
2014-01-16,bull,-0.00076281,-0.00002983,-0.00000000,-0.00000422,-0.00079686,0.83044888,-0.00130303,1.76017432
2014-01-17,bull,-0.00241977,-0.00002402,-0.00000000,-0.00000438,-0.00244817,0.82841579,-0.00423296,1.75272357
2014-01-21,bull,0.00716222,-0.00002215,-0.00000000,-0.00000456,0.00713551,0.83432696,0.00293660,1.75787062
2014-01-22,bull,0.00895698,-0.00001770,-0.00000000,-0.00000472,0.00893456,0.84178131,0.00064826,1.75901017
2014-01-23,bull,-0.00802220,-0.00002553,-0.00000000,-0.00000457,-0.00805231,0.83500303,-0.00819699,1.74459158
2014-01-24,bull,-0.03157582,-0.00011875,-0.00000000,-0.00000318,-0.03169774,0.80853532,-0.02133962,1.70736265
2014-01-27,bull,-0.00764085,-0.00001213,-0.00000000,-0.00000327,-0.00765624,0.80234497,-0.00492256,1.69895806
2014-01-28,bull,0.01310329,-0.00001637,-0.00000000,-0.00000311,0.01308381,0.81284270,0.00595152,1.70906944
2014-01-29,bull,-0.00966075,-0.00000321,-0.00000000,-0.00000312,-0.00966708,0.80498489,-0.00960904,1.69264692
2014-01-30,bull,0.01792295,-0.00003728,-0.00000000,-0.00000274,0.01788294,0.81938038,0.01059686,1.71058367
2014-01-31,bull,0.00056251,-0.00001868,-0.00000000,-0.00000290,0.00054094,0.81982361,-0.00586242,1.70055551
2014-02-03,neutral,-0.01920899,-0.00003255,-0.00000000,-0.00000254,-0.01924407,0.80404687,-0.02250855,1.66227846
2014-02-04,bull,0.00489425,-0.00001001,-0.00000000,-0.00000263,0.00488161,0.80797191,0.00700119,1.67391639
2014-02-05,bull,-0.00072042,-0.00001346,-0.00000000,-0.00000278,-0.00073666,0.80737671,-0.00125828,1.67181013
2014-02-06,bull,0.00506869,-0.00001767,-0.00000000,-0.00000284,0.00504818,0.81145250,0.01318405,1.69385136
2014-02-07,bull,0.01527049,-0.00002027,-0.00000000,-0.00000267,0.01524755,0.82382516,0.01239222,1.71484195
2014-02-10,bull,0.00085360,-0.00001591,-0.00000000,-0.00000282,0.00083487,0.82451295,0.00183315,1.71798550
2014-02-11,bull,0.00676040,-0.00001170,-0.00000000,-0.00000292,0.00674578,0.83007493,0.01094003,1.73678031
2014-02-12,bull,0.00483480,-0.00001380,-0.00000000,-0.00000307,0.00481793,0.83407417,0.00049093,1.73763294
2014-02-13,bull,0.00860894,-0.00001495,-0.00000000,-0.00000313,0.00859086,0.84123959,0.00515935,1.74659799
2014-02-14,bull,-0.00006275,-0.00001710,-0.00000000,-0.00000328,-0.00008313,0.84116965,0.00551543,1.75623124
2014-02-18,bull,0.00790743,-0.00001400,-0.00000000,-0.00000342,0.00789001,0.84780649,0.00119169,1.75832412
2014-02-19,bull,-0.00540627,-0.00000507,-0.00000000,-0.00000346,-0.00541481,0.84321578,-0.00662517,1.74667492
2014-02-20,bull,0.01077318,-0.00001572,-0.00000000,-0.00000346,0.01075400,0.85228373,0.00589741,1.75697578
2014-02-21,bull,0.00098506,-0.00002134,-0.00000000,-0.00000363,0.00096009,0.85310199,-0.00114438,1.75496512
2014-02-24,bull,0.00885966,-0.00001614,-0.00000000,-0.00000377,0.00883974,0.86064320,0.00554321,1.76469327
2014-02-25,bull,0.00128272,-0.00001872,-0.00000000,-0.00000396,0.00126004,0.86172764,-0.00038224,1.76401872
2014-02-26,bull,-0.00073261,-0.00001566,-0.00000000,-0.00000413,-0.00075240,0.86107928,0.00005065,1.76410806
2014-02-27,bull,0.00963625,-0.00001963,-0.00000000,-0.00000422,0.00961239,0.86935631,0.00524414,1.77335930
2014-02-28,bull,-0.00812652,-0.00001660,-0.00000000,-0.00000411,-0.00814722,0.86227347,0.00252539,1.77783772
2014-03-03,neutral,-0.00566713,-0.00000769,-0.00000000,-0.00000416,-0.00567898,0.85737663,-0.00703526,1.76533016
2014-03-04,bull,0.02818106,-0.00006995,-0.00000000,-0.00000331,0.02810780,0.88147560,0.01405196,1.79013650
2014-03-05,bull,0.00129418,-0.00001476,-0.00000000,-0.00000348,0.00127595,0.88260032,0.00090248,1.79175206
2014-03-06,bull,-0.00224527,-0.00001784,-0.00000000,-0.00000354,-0.00226664,0.88059978,0.00228638,1.79584869
2014-03-07,bull,-0.00389400,-0.00001327,-0.00000000,-0.00000363,-0.00391090,0.87715584,0.00042237,1.79660720
2014-03-10,bull,-0.00325851,-0.00001417,-0.00000000,-0.00000376,-0.00327644,0.87428189,-0.00053500,1.79564601
2014-03-11,bull,-0.00835414,-0.00000575,-0.00000000,-0.00000374,-0.00836363,0.86696972,-0.00494632,1.78676416
2014-03-12,bull,0.00285394,-0.00001756,-0.00000000,-0.00000394,0.00283244,0.86942536,0.00026356,1.78723508
2014-03-13,bull,-0.01554671,-0.00004094,-0.00000000,-0.00000353,-0.01559118,0.85586999,-0.01121690,1.76718784
2014-03-14,bull,-0.00041807,-0.00002472,-0.00000000,-0.00000372,-0.00044652,0.85548783,-0.00281166,1.76221910
2014-03-17,bull,0.00680358,-0.00001465,-0.00000000,-0.00000382,0.00678512,0.86129242,0.00904028,1.77815006
2014-03-18,bull,0.01070989,-0.00000708,-0.00000000,-0.00000380,0.01069900,0.87050739,0.00713448,1.79083623
2014-03-19,bull,-0.00485368,-0.00001293,-0.00000000,-0.00000392,-0.00487054,0.86626755,-0.00533242,1.78128675
2014-03-20,bull,0.00368474,-0.00002764,-0.00000000,-0.00000407,0.00365303,0.86943205,0.00583562,1.79168167
2014-03-21,bull,-0.01648269,-0.00003831,-0.00000000,-0.00000370,-0.01652470,0.85506494,-0.00388204,1.78472629
2014-03-24,bull,-0.01311033,-0.00001425,-0.00000000,-0.00000360,-0.01312817,0.84383950,-0.00413927,1.77733884
2014-03-25,bull,0.00065757,-0.00001838,-0.00000000,-0.00000379,0.00063541,0.84437568,0.00474248,1.78576783
2014-03-26,bull,-0.01438434,-0.00001237,-0.00000000,-0.00000366,-0.01440037,0.83221636,-0.00719563,1.77291811
2014-03-27,bull,-0.00583637,-0.00002546,-0.00000000,-0.00000377,-0.00586560,0.82733491,-0.00211229,1.76917319
2014-03-28,bull,-0.00081264,-0.00002385,-0.00000000,-0.00000396,-0.00084045,0.82663958,0.00492670,1.77788938
2014-03-31,bull,0.01484096,-0.00003531,-0.00000000,-0.00000360,0.01480206,0.83887555,0.00819080,1.79245171
2014-04-01,neutral,0.01640810,-0.00002898,-0.00000000,-0.00000327,0.01637585,0.85261285,0.00662714,1.80433054
2014-04-02,bull,-0.00007812,-0.00001641,-0.00000000,-0.00000345,-0.00009798,0.85252931,0.00334329,1.81036295
2014-04-03,bull,-0.01090666,-0.00001444,-0.00000000,-0.00000335,-0.01092445,0.84321590,-0.00132762,1.80795948
2014-04-04,bull,-0.02338498,-0.00004887,-0.00000000,-0.00000281,-0.02343665,0.82345374,-0.01182531,1.78657980
2014-04-07,bull,-0.01586406,-0.00001261,-0.00000000,-0.00000270,-0.01587937,0.81037781,-0.01105498,1.76682920
2014-04-08,bull,0.00334427,-0.00000826,-0.00000000,-0.00000278,0.00333323,0.81307899,0.00411882,1.77410645
2014-04-09,bull,0.01587813,-0.00002491,-0.00000000,-0.00000248,0.01585074,0.82596689,0.01074723,1.79317318
2014-04-10,bull,-0.02055594,-0.00003131,-0.00000000,-0.00000214,-0.02058939,0.80896073,-0.02100913,1.75550018
2014-04-11,bull,-0.00712432,-0.00001171,-0.00000000,-0.00000223,-0.00713827,0.80318616,-0.00901227,1.73967914
2014-04-14,bull,0.00289419,-0.00000929,-0.00000000,-0.00000231,0.00288259,0.80550141,0.00787463,1.75337846
2014-04-15,bull,0.00145780,-0.00001054,-0.00000000,-0.00000241,0.00144485,0.80666524,0.00688435,1.76544934
2014-04-16,bull,0.01142376,-0.00000975,-0.00000000,-0.00000231,0.01141170,0.81587066,0.01047425,1.78394110
2014-04-17,bull,0.00418120,-0.00001474,-0.00000000,-0.00000235,0.00416411,0.81926804,0.00139295,1.78642603
2014-04-21,bull,0.00515168,-0.00001230,-0.00000000,-0.00000245,0.00513694,0.82347657,0.00348375,1.79264950
2014-04-22,bull,0.00821525,-0.00000724,-0.00000000,-0.00000250,0.00820551,0.83023361,0.00454110,1.80079009
2014-04-23,bull,-0.00266841,-0.00001204,-0.00000000,-0.00000262,-0.00268307,0.82800604,-0.00234553,1.79656629
2014-04-24,bull,-0.00372264,-0.00001991,-0.00000000,-0.00000267,-0.00374522,0.82490497,0.00202392,1.80020240
2014-04-25,bull,-0.01583941,-0.00002290,-0.00000000,-0.00000247,-0.01586479,0.81181803,-0.00820318,1.78543502
2014-04-28,bull,-0.00925291,-0.00000884,-0.00000000,-0.00000252,-0.00926426,0.80429713,0.00316387,1.79108392
2014-04-29,bull,0.00835558,-0.00000541,-0.00000000,-0.00000251,0.00834766,0.81101113,0.00465206,1.79941615
2014-04-30,bull,0.00343281,-0.00001099,-0.00000000,-0.00000261,0.00341921,0.81378415,0.00297893,1.80477648
2014-05-01,neutral,0.00016198,-0.00002231,-0.00000000,-0.00000270,0.00013696,0.81389561,0.00010250,1.80496146
2014-05-02,bull,0.00235352,-0.00001896,-0.00000000,-0.00000284,0.00233172,0.81579338,-0.00143695,1.80236782
2014-05-05,bull,0.00363657,-0.00001632,-0.00000000,-0.00000298,0.00361727,0.81874433,0.00191045,1.80581115
2014-05-06,bull,-0.00746512,-0.00000967,-0.00000000,-0.00000305,-0.00747784,0.81262189,-0.00870724,1.79008752
2014-05-07,bull,-0.00059170,-0.00001633,-0.00000000,-0.00000322,-0.00061125,0.81212517,0.00588566,1.80062337
2014-05-08,bull,-0.00725707,-0.00001809,-0.00000000,-0.00000326,-0.00727842,0.80621418,-0.00106805,1.79870021
2014-05-09,bull,0.00263838,-0.00001914,-0.00000000,-0.00000342,0.00261582,0.80832310,0.00148813,1.80137691
2014-05-12,bull,0.01797220,-0.00003458,-0.00000000,-0.00000306,0.01793456,0.82282002,0.00973274,1.81890924
2014-05-13,bull,-0.00083761,-0.00001616,-0.00000000,-0.00000322,-0.00085699,0.82211487,0.00089239,1.82053241
2014-05-14,bull,-0.00496069,-0.00001164,-0.00000000,-0.00000335,-0.00497567,0.81802429,-0.00474207,1.81189932
2014-05-15,bull,-0.00811066,-0.00001517,-0.00000000,-0.00000336,-0.00812919,0.81137442,-0.00878342,1.79598464
2014-05-16,bull,-0.00050997,-0.00002177,-0.00000000,-0.00000355,-0.00053528,0.81094010,0.00346496,1.80220765
2014-05-19,bull,0.00937049,-0.00000691,-0.00000000,-0.00000355,0.00936003,0.81853053,0.00366540,1.80881345
2014-05-20,bull,-0.00707932,-0.00001033,-0.00000000,-0.00000364,-0.00709328,0.81272446,-0.00630801,1.79740344
2014-05-21,bull,0.00788352,-0.00000661,-0.00000000,-0.00000369,0.00787322,0.81912322,0.00842068,1.81253879
